Data path: /scratch/opt/lxu/CFLG/benchmarks/random_B
Instance: r_25_0.4_112.txt
Result path: /scratch/opt/lxu/CFLG/results/random_B
Solver: Gurobi
Time limit: 3600
Formulation: EF
Cover: Large
julia --project=. src/main.jl /scratch/opt/lxu/CFLG/benchmarks/random_B r_25_0.4_112.txt /scratch/opt/lxu/CFLG/results/random_B Gurobi 3600 EF Large
/scratch/opt/lxu/CFLG/benchmarks/random_B Gurobi 3600.0 /scratch/opt/lxu/CFLG/results/random_B r_25_0.4_112.txt EF Large
/scratch/opt/lxu/CFLG/benchmarks/random_B/r_25_0.4_112.txt

 read graph
data loaded

problem_graph/original graph: node: 25/25 edge: 112/112 dlt: 1.2844245833368715 break_avg_len: 0.6422122916684357 break_max_len: 0.9982318395224349elapsed CPU time: 0.019455 seconds
Set parameter TokenServer to value "solice01.zib.de"
Set parameter Threads to value 1
Set parameter OutputFlag to value 1
Set parameter MIPGap to value 0.0001
Set parameter MIPGapAbs to value 1
Set parameter TimeLimit to value 3599.980545

 model loaded

Gurobi Optimizer version 12.0.1 build v12.0.1rc0 (linux64 - "Debian GNU/Linux 12 (bookworm)")

CPU model: Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 8 physical cores, 16 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3599.980545
MIPGapAbs  1
Threads  1

Optimize a model with 4199664 rows, 1409408 columns and 11192384 nonzeros
   38491    2.0509885e+00   1.612143e+04   0.000000e+00   2045s
   38611    2.0494368e+00   2.676996e+04   0.000000e+00   2052s
   38731    2.0494277e+00   2.575644e+04   0.000000e+00   2060s
   38851    2.0477202e+00   2.695825e+04   0.000000e+00   2066s
   38971    2.0477117e+00   2.681954e+04   0.000000e+00   2073s
   39091    2.0460024e+00   2.699522e+04   0.000000e+00   2080s
   39221    2.0459583e+00   2.636164e+04   0.000000e+00   2088s
   39331    2.0442804e+00   2.684281e+04   0.000000e+00   2095s
   39461    2.0438457e+00   2.668542e+04   0.000000e+00   2102s
   39581    2.0425639e+00   2.627201e+04   0.000000e+00   2109s
   39701    2.0408578e+00   2.740094e+04   0.000000e+00   2116s
   39821    2.0408444e+00   2.741350e+04   0.000000e+00   2123s
   39941    2.0408217e+00   2.730700e+04   0.000000e+00   2131s
   40071    2.0391417e+00   2.580839e+04   0.000000e+00   2138s
   40191    2.0391240e+00   2.609181e+04   0.000000e+00   2145s
   40301    2.0374209e+00   2.766617e+04   0.000000e+00   2152s
   40421    2.0374107e+00   2.725803e+04   0.000000e+00   2159s
   40531    2.0373828e+00   2.733900e+04   0.000000e+00   2166s
   40641    2.0357018e+00   2.779225e+04   0.000000e+00   2173s
   40761    2.0356948e+00   2.775963e+04   0.000000e+00   2179s
   40871    2.0356836e+00   2.754050e+04   0.000000e+00   2186s
   40971    2.0356626e+00   2.684625e+04   0.000000e+00   2193s
   41081    2.0339859e+00   2.791446e+04   0.000000e+00   2200s
   41201    2.0339790e+00   2.789357e+04   0.000000e+00   2207s
   41331    2.0339728e+00   2.786577e+04   0.000000e+00   2214s
   41451    2.0339660e+00   2.786164e+04   0.000000e+00   2221s
   41571    2.0339563e+00   2.716027e+04   0.000000e+00   2228s
   41681    2.0339432e+00   2.779734e+04   0.000000e+00   2235s
   41791    2.0322765e+00   2.736353e+04   0.000000e+00   2242s
   41901    2.0322572e+00   2.803353e+04   0.000000e+00   2249s
   42021    2.0322519e+00   2.797692e+04   0.000000e+00   2257s
   42141    2.0322470e+00   2.798892e+04   0.000000e+00   2264s
   42261    2.0322415e+00   2.801292e+04   0.000000e+00   2271s
   42391    2.0322374e+00   2.799292e+04   0.000000e+00   2278s
   42531    2.0322325e+00   2.787040e+04   0.000000e+00   2285s
   42661    2.0322266e+00   2.784646e+04   0.000000e+00   2292s
   42791    2.0322191e+00   2.649092e+04   0.000000e+00   2299s
   42901    2.0305379e+00   2.812368e+04   0.000000e+00   2306s
   43021    2.0305244e+00   2.743793e+04   0.000000e+00   2313s
   43131    2.0305169e+00   2.803393e+04   0.000000e+00   2320s
   43261    2.0305099e+00   2.795887e+04   0.000000e+00   2327s
   43381    2.0305053e+00   2.765393e+04   0.000000e+00   2334s
   43501    2.0305010e+00   2.660793e+04   0.000000e+00   2341s
   43631    2.0304962e+00   2.800087e+04   0.000000e+00   2348s
   43751    2.0304893e+00   2.804793e+04   0.000000e+00   2355s
   43861    2.0288042e+00   2.820000e+04   0.000000e+00   2362s
   43971    2.0287905e+00   2.822174e+04   0.000000e+00   2369s
   44091    2.0287832e+00   2.795911e+04   0.000000e+00   2376s
   44211    2.0287756e+00   2.816111e+04   0.000000e+00   2383s
   44331    2.0287653e+00   2.620320e+04   0.000000e+00   2390s
   44431    2.0270726e+00   2.745795e+04   0.000000e+00   2397s
   44581    2.0270694e+00   2.823997e+04   0.000000e+00   2404s
   44701    2.0270585e+00   2.825912e+04   0.000000e+00   2411s
   44821    2.0270420e+00   2.631605e+04   0.000000e+00   2418s
   44931    2.0253423e+00   2.841354e+04   0.000000e+00   2425s
   45041    2.0253259e+00   2.825895e+04   0.000000e+00   2431s
   45141    2.0236258e+00   2.855809e+04   0.000000e+00   2437s
   45261    2.0235976e+00   2.836104e+04   0.000000e+00   2444s
   45361    2.0219096e+00   2.861836e+04   0.000000e+00   2450s
   45471    2.0218940e+00   2.764398e+04   0.000000e+00   2456s
   45581    2.0201820e+00   2.869886e+04   0.000000e+00   2463s
   45691    2.0184504e+00   2.755137e+04   0.000000e+00   2469s
   45801    2.0115833e+00   2.808467e+04   0.000000e+00   2475s
   45901    2.0029932e+00   2.873346e+04   0.000000e+00   2481s
   46001    1.9936330e+00   2.504622e+04   0.000000e+00   2487s
   46141    1.9919155e+00   2.510487e+04   0.000000e+00   2493s
   46251    1.9884722e+00   2.521978e+04   0.000000e+00   2499s
   46351    1.9818643e+00   2.604656e+04   0.000000e+00   2505s
   46471    1.9801511e+00   2.613673e+04   0.000000e+00   2511s
   46581    1.9784391e+00   2.628399e+04   0.000000e+00   2518s
   46691    1.9767205e+00   2.639276e+04   0.000000e+00   2524s
   46811    1.9750035e+00   2.587726e+04   0.000000e+00   2530s
   46921    1.9749712e+00   2.076268e+04   0.000000e+00   2537s
   47031    1.9732828e+00   2.666469e+04   0.000000e+00   2543s
   47141    1.9732618e+00   2.638269e+04   0.000000e+00   2549s
   47251    1.9715768e+00   2.679727e+04   0.000000e+00   2556s
   47371    1.9715600e+00   2.582996e+04   0.000000e+00   2563s
   47481    1.9714871e+00   2.661759e+04   0.000000e+00   2569s
   47591    1.9698508e+00   2.697572e+04   0.000000e+00   2575s
   47711    1.9698273e+00   2.597539e+04   0.000000e+00   2582s
   47821    1.9681425e+00   2.690416e+04   0.000000e+00   2588s
   47931    1.9681346e+00   2.708816e+04   0.000000e+00   2595s
   48061    1.9681302e+00   2.703359e+04   0.000000e+00   2601s
   48181    1.9681234e+00   2.648567e+04   0.000000e+00   2608s
   48301    1.9681150e+00   2.705970e+04   0.000000e+00   2614s
   48421    1.9664184e+00   2.724578e+04   0.000000e+00   2621s
   48531    1.9664095e+00   2.721395e+04   0.000000e+00   2628s
   48651    1.9664013e+00   2.719460e+04   0.000000e+00   2634s
   48781    1.9663934e+00   2.481660e+04   0.000000e+00   2641s
   48891    1.9661177e+00   2.612002e+04   0.000000e+00   2648s
   48991    1.9646877e+00   2.726894e+04   0.000000e+00   2654s
   49111    1.9646807e+00   2.718304e+04   0.000000e+00   2660s
   49241    1.9646754e+00   2.723404e+04   0.000000e+00   2667s
   49361    1.9646707e+00   2.719800e+04   0.000000e+00   2673s
   49481    1.9646617e+00   2.677510e+04   0.000000e+00   2679s
   49641    1.9629508e+00   2.550615e+04   0.000000e+00   2690s
   49781    1.9620181e+00   2.531884e+04   0.000000e+00   2700s
   49941    1.9612811e+00   2.545060e+04   0.000000e+00   2710s
   50101    1.9590184e+00   2.309107e+04   0.000000e+00   2720s
   50241    1.9573565e+00   2.310258e+04   0.000000e+00   2730s
   50381    1.9564700e+00   2.490799e+04   0.000000e+00   2740s
   50571    1.9564386e+00   2.411077e+04   0.000000e+00   2748s
   50771    1.9559368e+00   2.547960e+04   0.000000e+00   2757s
   50911    1.9538741e+00   2.382032e+04   0.000000e+00   2767s
   51051    1.9528821e+00   2.311190e+04   0.000000e+00   2776s
   51191    1.9518519e+00   2.311654e+04   0.000000e+00   2785s
   51341    1.9474746e+00   4.151033e+04   0.000000e+00   2794s
   51491    1.9474361e+00   4.119968e+04   0.000000e+00   2804s
   51651    1.9473900e+00   4.108720e+04   0.000000e+00   2812s
   51811    1.9473548e+00   4.101034e+04   0.000000e+00   2821s
   51971    1.9362013e+00   4.136900e+04   0.000000e+00   2830s
   52131    1.9361553e+00   4.123507e+04   0.000000e+00   2839s
   52291    1.9360918e+00   4.109927e+04   0.000000e+00   2847s
   52451    1.9267672e+00   3.599575e+04   0.000000e+00   2856s
   52611    1.9140716e+00   4.175268e+04   0.000000e+00   2865s
   52771    1.9004870e+00   4.215020e+04   0.000000e+00   2874s
   52921    1.8920017e+00   3.392975e+04   0.000000e+00   2883s
   53061    1.8919167e+00   3.574283e+04   0.000000e+00   2892s
   53201    1.8875379e+00   3.591447e+04   0.000000e+00   2901s
   53341    1.8875221e+00   3.585847e+04   0.000000e+00   2910s
   53481    1.8831219e+00   3.587529e+04   0.000000e+00   2918s
   53621    1.8830948e+00   3.541121e+04   0.000000e+00   2926s
   53771    1.8830803e+00   3.573557e+04   0.000000e+00   2935s
   53911    1.8787092e+00   3.447143e+04   0.000000e+00   2943s
   54051    1.5284631e+00   2.268758e+04   0.000000e+00   2951s
   54211    1.5181875e+00   1.810196e+05   0.000000e+00   2956s
   54331    1.5181678e+00   1.810136e+05   0.000000e+00   2960s
   54561    1.5180578e+00   1.797817e+05   0.000000e+00   2969s
   54681    1.5180452e+00   1.797317e+05   0.000000e+00   2973s
   54801    1.5180332e+00   1.794417e+05   0.000000e+00   2977s
   54911    1.5179252e+00   1.781998e+05   0.000000e+00   2982s
   55031    1.5179103e+00   1.778078e+05   0.000000e+00   2986s
   55151    1.5178919e+00   1.784538e+05   0.000000e+00   2990s
   55361    1.5177817e+00   1.772879e+05   0.000000e+00   2999s
   55511    1.5177768e+00   1.772819e+05   0.000000e+00   3003s
   55631    1.5177695e+00   1.768359e+05   0.000000e+00   3007s
   55761    1.5177636e+00   1.771879e+05   0.000000e+00   3011s
   55881    1.5177449e+00   1.769927e+05   0.000000e+00   3015s
   56101    1.5176366e+00   1.759000e+05   0.000000e+00   3024s
   56221    1.5176144e+00   1.702040e+05   0.000000e+00   3028s
   56331    1.5175187e+00   1.739261e+05   0.000000e+00   3032s
   56441    1.5175005e+00   1.746462e+05   0.000000e+00   3036s
   56671    1.5173705e+00   1.734582e+05   0.000000e+00   3044s
   56791    1.5172611e+00   1.712143e+05   0.000000e+00   3048s
   56901    1.5172370e+00   1.706883e+05   0.000000e+00   3051s
   57021    1.5171793e+00   1.731122e+05   0.000000e+00   3055s
   57261    1.5170912e+00   1.651343e+05   0.000000e+00   3063s
   57381    1.5169828e+00   1.687444e+05   0.000000e+00   3067s
   57521    1.5169724e+00   1.688504e+05   0.000000e+00   3071s
   57751    1.5168469e+00   1.683465e+05   0.000000e+00   3078s
   57871    1.5168300e+00   1.675305e+05   0.000000e+00   3082s
   57981    1.5167271e+00   1.661126e+05   0.000000e+00   3086s
   58211    1.5166770e+00   1.655574e+05   0.000000e+00   3093s
   58321    1.5165767e+00   1.650312e+05   0.000000e+00   3097s
   58441    1.5165520e+00   1.573468e+05   0.000000e+00   3100s
   58671    1.5164265e+00   1.645848e+05   0.000000e+00   3108s
   58771    1.5163540e+00   1.559705e+05   0.000000e+00   3111s
   59001    1.5163076e+00   1.633224e+05   0.000000e+00   3118s
   59121    1.5161968e+00   1.613190e+05   0.000000e+00   3122s
   59231    1.5161790e+00   1.620190e+05   0.000000e+00   3126s
   59531    1.5161736e+00   1.614660e+05   0.000000e+00   3132s
   59661    1.5161627e+00   1.609370e+05   0.000000e+00   3136s
   59891    1.5160375e+00   1.607690e+05   0.000000e+00   3143s
   60011    1.5159432e+00   1.615790e+05   0.000000e+00   3146s
   60281    1.5159015e+00   1.586311e+05   0.000000e+00   3153s
   60411    1.5158662e+00   1.585891e+05   0.000000e+00   3157s
   60521    1.5157783e+00   1.582276e+05   0.000000e+00   3160s
   60741    1.5157303e+00   1.570952e+05   0.000000e+00   3167s
   60851    1.5156463e+00   1.569653e+05   0.000000e+00   3170s
   61081    1.5156240e+00   1.560883e+05   0.000000e+00   3178s
   61191    1.5155161e+00   1.556770e+05   0.000000e+00   3181s
   61421    1.5154895e+00   1.556850e+05   0.000000e+00   3188s
   61531    1.5153812e+00   1.543877e+05   0.000000e+00   3191s
   61761    1.5152580e+00   1.524456e+05   0.000000e+00   3198s
   61871    1.5152381e+00   1.531224e+05   0.000000e+00   3201s
   62101    1.5151117e+00   1.518172e+05   0.000000e+00   3208s
   62211    1.5150992e+00   1.515837e+05   0.000000e+00   3211s
   62421    1.5149870e+00   1.505999e+05   0.000000e+00   3217s
   62531    1.5149717e+00   1.505819e+05   0.000000e+00   3220s
   62751    1.5149441e+00   1.494738e+05   0.000000e+00   3227s
   63001    1.5148188e+00   1.480786e+05   0.000000e+00   3233s
   63111    1.5147861e+00   1.472826e+05   0.000000e+00   3236s
   63331    1.5146798e+00   1.466039e+05   0.000000e+00   3243s
   63441    1.5146483e+00   1.474519e+05   0.000000e+00   3246s
   63681    1.5144311e+00   1.440161e+05   0.000000e+00   3252s
   63791    1.5144091e+00   1.455088e+05   0.000000e+00   3255s
   64021    1.5142659e+00   1.442035e+05   0.000000e+00   3261s
   64231    1.5141324e+00   1.427063e+05   0.000000e+00   3267s
   64361    1.5139999e+00   1.404504e+05   0.000000e+00   3270s
   64611    1.5136074e+00   1.378771e+05   0.000000e+00   3277s
   64921    1.5125342e+00   1.277523e+05   0.000000e+00   3285s
   65201    1.5119088e+00   1.225897e+05   0.000000e+00   3293s
   65381    1.5080116e+00   8.693957e+04   0.000000e+00   3299s
   65561    1.5025626e+00   3.620129e+04   0.000000e+00   3304s
   65741    1.4992414e+00   4.473844e+04   0.000000e+00   3310s
   65921    1.4968688e+00   7.146370e+04   0.000000e+00   3315s
   66101    1.4946592e+00   9.672304e+04   0.000000e+00   3321s
   66281    1.4943958e+00   9.730178e+04   0.000000e+00   3326s
   66461    1.4941975e+00   9.770378e+04   0.000000e+00   3331s
   66641    1.4904689e+00   1.430287e+05   0.000000e+00   3337s
   66821    1.4902424e+00   1.437127e+05   0.000000e+00   3342s
   67001    1.4899402e+00   1.443607e+05   0.000000e+00   3348s
   67181    1.4846432e+00   2.100285e+05   0.000000e+00   3353s
   67361    1.4810596e+00   2.537083e+05   0.000000e+00   3359s
   67541    1.4782240e+00   2.877491e+05   0.000000e+00   3364s
   67721    1.4753133e+00   3.232944e+05   0.000000e+00   3369s
   67901    1.4737935e+00   3.407725e+05   0.000000e+00   3375s
   68081    1.4734082e+00   3.419909e+05   0.000000e+00   3380s
   68261    1.4731465e+00   3.426669e+05   0.000000e+00   3386s
   68441    1.4728859e+00   3.433509e+05   0.000000e+00   3391s
   68621    1.4725797e+00   3.440429e+05   0.000000e+00   3397s
   68801    1.4723034e+00   3.449409e+05   0.000000e+00   3402s
   68981    1.4720188e+00   3.456609e+05   0.000000e+00   3408s
   69161    1.4703202e+00   3.645789e+05   0.000000e+00   3413s
   69341    1.4674552e+00   3.982661e+05   0.000000e+00   3419s
   69521    1.4672278e+00   3.989391e+05   0.000000e+00   3424s
   69701    1.4669788e+00   3.996271e+05   0.000000e+00   3429s
   69881    1.4667150e+00   4.003071e+05   0.000000e+00   3435s
   70061    1.4664672e+00   4.010011e+05   0.000000e+00   3440s
   70241    1.4622251e+00   4.532596e+05   0.000000e+00   3446s
   70421    1.4620029e+00   4.539217e+05   0.000000e+00   3451s
   70601    1.4617806e+00   4.545937e+05   0.000000e+00   3457s
   70781    1.4615639e+00   4.551257e+05   0.000000e+00   3462s
   70961    1.4556442e+00   5.290555e+05   0.000000e+00   3468s
   71141    1.4521318e+00   5.713902e+05   0.000000e+00   3473s
   71321    1.4486328e+00   6.136811e+05   0.000000e+00   3479s
   71501    1.4442057e+00   6.673744e+05   0.000000e+00   3484s
   71681    1.4439787e+00   6.678864e+05   0.000000e+00   3489s
   71861    1.4437368e+00   6.684364e+05   0.000000e+00   3495s
   72041    1.4435520e+00   6.684844e+05   0.000000e+00   3500s
   72221    1.4433060e+00   6.690944e+05   0.000000e+00   3506s
   72401    1.4429657e+00   6.700524e+05   0.000000e+00   3511s
   72581    1.4426947e+00   6.706424e+05   0.000000e+00   3517s
   72761    1.4383872e+00   7.229041e+05   0.000000e+00   3522s
   72941    1.4380457e+00   7.241121e+05   0.000000e+00   3528s
   73121    1.4378061e+00   7.248281e+05   0.000000e+00   3533s
   73301    1.4376008e+00   7.253221e+05   0.000000e+00   3538s
   73481    1.4373037e+00   7.256239e+05   0.000000e+00   3544s
   73601    1.4362089e+00   7.402130e+05   0.000000e+00   3547s
   73781    1.2177680e+00   3.800439e+05   0.000000e+00   3552s
   73961    1.2166472e+00   3.931621e+05   0.000000e+00   3558s
   74141    1.2128031e+00   4.410323e+05   0.000000e+00   3563s
   74311    1.0138311e+00   1.303528e+04   0.000000e+00   3569s
   74451    1.0010152e+00   1.239317e+04   0.000000e+00   3574s
   74591    9.8672856e-01   1.357317e+04   0.000000e+00   3580s
   74731    9.7264803e-01   1.479336e+04   0.000000e+00   3586s
   74871    9.7255739e-01   1.468387e+04   0.000000e+00   3591s
   75011    9.5926846e-01   1.428704e+04   0.000000e+00   3597s

Root relaxation: time limit, 75095 iterations, 1906.23 seconds (1475.14 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0          -    0       111.00000    0.00000   100%     - 3600s

Explored 1 nodes (75095 simplex iterations) in 3601.06 seconds (2066.72 work units)
Thread count was 1 (of 16 available processors)

Solution count 2: 111 112 

Time limit reached
Best objective 1.110000000000e+02, best bound 0.000000000000e+00, gap 100.0000%

User-callback calls 43867, time in user-callback 0.18 sec
Stat(MathOptInterface.TIME_LIMIT, 111.0, 0.0, 1.0, 0.019455, 3601.1153309345245, 1, Main.CFLG.EF, "", #undef)
